reference,generated
"මධ්යම, දකුණු සහ ඌව පළාත්වලත් කළුතර සහ රත්නපුර දිස්ත්රික්කවලත් වැසි හෝ","මධියම, දුකුණු සහ ඌව පළාත්වලත්‌ කළුතර සහ රත්නපුර දිස්ත්‍රරික්කවලත්‌ වැසි හෝ"
මං විතරක් ඇවිත් මොටද - නුඹ නොඑනා මල් යායට - දෙදෙනෙක්,මං විතරක්‌ ඇවිත්‌ මොටද - නුඹ නොඑනා මල්‌ යායට - දෙදෙනෙක්‌
තෙල් සංස්ථා වෘත්තීය සමිති එකමතුව විසින් ආරම්භ කර ඇති,තෙල්‌ සංස්ථා වෘත්තීය සමිති එකමතුව විසින්‌ ආරම්භ කර ඇති
"පන්සල් ගණන වැඩිවත් ම, ඒ අනුපාතයටම නොවුණත්, ප්රජාවේ ආගමික","පන්සල්‌ ගණන වැඩිවත්‌ ම, ඒ අනුපාතයටම නොවුණත්‌, ප්රජාවේ ආගමික"
"මෙරට ප්රධානී පීටර් ලියු, සිංගර් ශ්රී ලංකා සමූහයේ ප්රධාන විධායක නිලධාරී මහේෂ්","මෙරට පරධානී පීටර්‌ ලියු, සිංගර්‌ ශ්රී ලංකා සමූහයේ ප්රධාන විධායක නිලධාරී මහේෂ්‌"
හාමුදුරුවො එක වීඩියෝ එකක් කිව්ව නේද ඕරා මැෂිමෙන් හාමුදුරුවන්ගෙ ඕරා,හාමුදුරුවො එක වීඩියෝ එකක්‌ කිව්ව නේද ඕරා මැෂිමෙන්‌ හාමුදුරුවන්ගෙ ඕරා
"පිළිතුර - අපි මවුබිමේ ඒකීය භාවය අහෝසි කරනවට විරුද්ධයි. ඒ වගේම ඉඩම්, පොලිස්‌ බලතල","පිළිතුර - අපි මවුබිමේ එකීය භාවය අහෝසි කරනවට විරුද්ධයි. එ වගේම ඉඩම්‌, පොලිස්‌ බලතල"
මිනිස්සු වන පෘතක්ජන අපි කාටවත් කොච්චර ලස්සනට ඉන්න හැදුවත් එහෙම දිගටම ඉන්න,මිනිස්සු වන පෘතක්ජන අපි කාටවත්‌ කොච්චර ලස්සනට ඉන්න හැදුවත්‌ එහෙම දිගටම ඉන්න
මේ දරුවට වෙනසක් හිතාගන්න බෑ... අත්පය පෙනුම හරි ලස්සනයි . කියන දේ තේරෙනවා. අහන දේ වලට,මේ දරුවට වෙනසක්‌ හිතාගන්න බෑ... අත්පය පෙනුම හරි ලුස්සනයි . කියන දේ තේරෙනවා. අහන දේ වලට
හිටපු ජනාධිපතිවරයා කුමණ පෙරමුණකින් පැමිණියත් එය ජාතික හෙළ උරුමයට ගැටලුවක් නොවන,ගිටරු ජනාධිපතිවරයා කූමණු පෙරමුණකින්‌ පැමිණියත්‌ එය ජාතික හෙළ උරුමයට ගැටලුවක්‌ නොවන
අපි ගන්න තීරණ පිළිබඳ එළියට ඇවිත් විවේචනය කිරීම ගැන ප්රශ්නයක් තියෙනවා. එහෙම,අපි ගන්න තීරණ පිළිබඳ එළියට ඇවිත්‌ විවේචනය කිරීම ගැන ප්රශ්නයක්‌ තියෙනවා. එහෙම
කැබ් රථ දෙකම තේ වතු ආශ්රිතව කිරි එකතු කර ප්රවහනය කරන කැබ් රථ දෙකක්,කැබ්‌ රථ දෙකම තේ වතු ආශ්රිතව කිරි එකතු කර ප්්‍රරවහනය කරන කැබ්‌ රථ දෙකක්‌
පොඩ්ඩක් හොයල බලන්න ඔය 99 එක මේ දවස් ටිකේ හරියට වැඩ,පොඩ්ඩක්‌ හොයල බලන්න ඔය 99 එක මේ දවස්‌ ටිකේ හරියට වැඩ
"පරිසර අමාත්ය මහින්ද අමරවීර, වනජීවි රාජ්ය අමාත්ය විමලවීර දිසානායක, මධ්යම","පරිසර අමාත්ය මගින්ද අමරවීර, වනජීවි රාජ්ය අමාත්ය විම(ඉටීර දිසානායක, මධ්යම"
ගෝඨාභය රාජපක්ෂ මහතාගේ ජන්ම දින උත්සවයට සහභාගි වෙමින් පුජ්ය,ගෝඨාභය රාජපක්ෂ මහතාගේ ජන්ම දින උත්සවයට සහභාගි වෙමින්‌ පුළජ්ය
අලි ඇතුන් ස්වභාවික පරිසරයකට එක් කරන්නේ අපුරුම සුන්දරත්වයක් නමුත් ඇතුන්ගේ දළ,අලි ඇතුන්‌ සවහාවික රරිසරයකට එක්‌ කරන්නේ අරුරුම සුන්දරත්වයක්‌ නමුත්‌ ඇතුනිගේ දුදු
ගැටුම ගොඩින් බේරා ගත් ජෝසාගේ සගයන් හෙමිහිට මාරු වුණේ අනවශ්ය ප්රශ්නයකට,ගැටුම ගොඩින්‌ බේරා ගත්‌ ජෝසාගේ සගයන්‌ හෙමිගිට මාරු වුණේ අනවශ්ය ප්‍රශ්නයකට
මේ අතර අමාත්ය රවුෆ් හකීම් අද දිනයේ නැගෙනහිර පළාතේ ප්රදේශ කිහිපයක සංචාරයක,මේ අතර අමාත්ය රවුෆ්‌ හකීම්‌ අද දිනයේ නැගෙනහිර පළාතේ ප්‍රදේශ කිහිපයක සංචාරයක
ඔව්. ගෙදර ඇවිත් ඉන්නකොට මට ජාතික පේෂකර්ම සංස්ථාවේ තුල්හිරිය පෙහෙකම්හලේ යන්ත්ර ක්රියාකරවන්නකු විදිහට,හුඩු. 0(1)ල] (1/£]ඊ5] 2101015116] £]£] ඒ 1512] 0:20121[16] (5003011016) ර)(:101/1(5 1:50101]:516)(1]01[?] (51511 21015121(1ව12125) චුල]
මේ වගන්තිය සම්බන්ධයෙන් නිශ්චිත අර්ථකතනයක් නැති වුනත් විවිධ අවස්ථාවන්හීදී,මේ වගන්තිය සම්බන්ධයෙන්‌ නිශ්චිත අර්ථකතනයක්‌ නැති වුනත්‌ විවිධ අවස්ථාවන්හීදී
ශබ්ද රසය හා රෑප රසය ගැන කතා කලොත් ඒකෙ කතා කරන්න ගොඩක් දේවල්,ශබ්ද රසය හා රෑප රසය ගැන කතා කලොත්‌ ඒකෙ කතා කරන්න ගොඩක්‌ දේවල්‌
ශ්රි ලංකා ඉංජිනේරු ආයතනය විසින් සංවිධානය කරනු ලබන නිදන්ගත වකුගඩු රෝග පිලිබඳ සම්මන්ත්රණයක ප්රධාන,ශ්රි ලංකා ඉංරිනේරු ආයතනය විසිනි සංවිධානය කරනු ලබන නිදන්ගත වකුගඩු රෝග රිලිබඳ සමිමන්තරණයක ඊරධාන
"දිව පිනායන ආහාර පාන, බොහෝමයක් මේ දිනවල නිවෙස්වල","දිව පිනායන ආහාර පාන, බොහෝමයක්‌ මේ දිනවල නිවෙස්වල"
චාවේස් නිබඳ මැතිරූ මතුර වූයේ අධිරාජ්ය විරෝධය හා ඇමරිකානු විරෝධයයි. රටේ සම්පත්,චාවේස්‌ නිබඳ මැතිරූ මතූර වූයේ අධිරාජ්ඨය විරෝධය හා ඇමරිකානු විරෝධයයි. රටේ සම්පත්‌
අයියාගේ පර්යේෂණ වල නිගමනයි. මගේ ගවේශන වල නිගමනයි,අයියාගේ පර්යේෂණ වල නිගමනයි. මගේ ගවේශන වල නිගමනයි
