reference,generated
நன்ஏன்இத உனக்கச்சல்கற ன் என்றஎனக்கத்தரய த,நன்ஏன்இத உனக்கச்சல்கற ன் என்றஎனக்கத்தரய த
நன்ச ல்லவர்றத இந்த மதரய ன வஷயங்கள்லநீகஞ்சம்தீவரமயடற,நனச லலவாறத இந்த மதரய ன வஷயங்களலந்தஞ்சமத்வரமயடற
இப்பதஅவர்வசக்கறர் அதற்கபதலகரட்வ த்தந லவறகளல்,இப்பதஅவாவசக்கறா அதற்கபதலகரடவ ததந லவறகளல்
நீங்கள் என்னடம்வந்தஎன்ன அற்பதமனவர்என்றகறயத ல்,நங்கள் என்னடமவந்தஎன்ன அற்பதமனவான்ற்கறயத் ல
ஒவ்வரபர்ணமக்கஅந்த அரண்மனயலசப்பட்டதங்கனவங்கஎல்லரம்,ஒவவரபாணமககஅந்த அரணமனயலசப்பட்டதங்கனவங்களல்லரம
என்னல்ம டயதஎன்றர் கழப்பறகளசரச ய்யம்வலகடக்கம்,என்னலம் டயத்என்றா கழபபற்களசரச யயமவலகடக்கம்
நீ அவநம்பக்கயடன்இரக்கறய் அதஎப்படஎன்னப்பர்க்கவக்கம்,ந அவநம்பக்கயடன்இரக்கறய் அதஎப்படகன்னப்பர்க்கவக்கம்
ஆனல்அந்ததர ணத்தநம்வ ட்டவ ட்டல் தடீரன்றஅத கல,ஆனலஅந்ததர ணததநமவ டடடவ தடீரன்றஅத் கல
தங்கள் கதவல்உதத்தர் மற்றம்தவரதங்கள்வீட்டகழத்தற ந்தர்,தங்கள் கதவல்உதததா மற்றமதவரதங்களவட்டகழகத்தற நதா
இதய நய்ந கழ்வகளஏற்படத்தவதகக் கண்டறந்தள்ளனர்,இதய நயந கழவகளஏற்படத்தவதகக கணடறந்தளளனா
நீ பயப்படகறய்நன் பகறன் என் கல்ஒரவலய ல்சக்கயத,ந் பயப்படகறயநன் பகறன் என கல்ஒரவலய லசககயத
நயயர்க்டம்ஸ்பத்தரக யல வமர்சக்கப்பட்டஒர கலர யல,நயயாகடம்ஸ்பத்தர்க் யல் வமாசக்கப்பட்டவர் கலர் யல
நீங்கள் அங்கீகரக்கப்பட்டவரகஇர க்கன்றீர்கள் நமடங்கள்இட வள,நீங்கள் அங்கீகரக்கப்பட்டவரகஇர க்கன்றீர்கள் நமடங்கள்இட வள
கடத்தல்கரர்கள்அதப்பற்றய எந்த வஷயத்தயம்உங்களடம்பகரவல்லய,கடததலகராகள்அதப்பற்றய எந்த வஷயத்தயம்உங்களடம்பகரவல்லய
நீங்கள் ஏன் அதஉண்மயல்மறத்தவத்தரக்கறீர்கள்,நஙகள ஏன அதஉணமயல்மறத்தவத்தரக்கறீர்கள்
கடத்தக்கண்ட மசமனத ட்டங்கள தீட்டக்க ண்டஇரந்தன்,கடத்தக்கண்ட மசமனத ட்டங்கள தீட்டக்க ண்டஇரந்தன்
ஆனல்தீர்க்கதரசனத்தற்கஉண்மய னசக்தஇரக்கறத இல்லய,ஆனலத்ரக்கதரசனத்தற்கஉண்மய னசக்தஇரக்கறத இல்லய
கலனம்நனம்பத்தரம இரக்கமட்டம் அவன் இரக்கறவர,கலனம்நனம்பத்தரம இரக்கமட்டம் அவன் இரக்கறவர
நீ இந்த வய்ப்பதவறவட்ட எல்லத்தயம் வீணக்கவட்டலஒழய,ந் இந்த வய்ப்பதவறவட்ட எல்லததயம் வணக்கவட்டல்லூழய
எட்ட ந ங்கள்உங்களக்கமட்டம உதவமயற்சக்க றம் எனக்கத ரயம்,_ட ந நிகள்உங்கள்க்கமட்டம் உதவமயற்ச்க்க றம எனகத்த ரயம்
நன்வீட்டபன்னலவச்சரக்கறதல அவன் சல்லப ரணஇல்ல,நனவட்டபன்னலவசசரககறதல் அவன சலலப ரண்இல்ல
