reference,generated
ஒவ்வரமற யம் நன்அவரதஇதயத்தநசக்கனன்என்பதஎனக்கத்தரய ம்,ஒவ்வரமற யம் நன்அவரதஇதயத்தநசக்கனன்என்பதஎனக்கத்தரய ம்
அவள் இரந்தப்பஎத வம்மடயட்ட இப்பஎன்னசய்யமடயம்,அவள் இரந்தப்பஎத வம்மடயட்ட இப்பஎன்னசய்யமடயம்
உனக்கம் இங்கரக்கம்அனவரக்கம் நல்லதச ய்வதகத்தன்,உனக்கம் இங்கரக்கம் அனவரக்கம் நல்லதச ய்வதகத்தன்
அவளக்கதர யம் என்னய ரந்தலம் நமஅவளக்கஉதவச ய்வம்ன்ன,அவளக்கதர யம் என்னய ரந்தலம் நமஅவளக்கஉதவச ய்வமன்ன
நீங்கள் அவர்களநீங்கள்வர ம்பம்அனத்த தரத்தமட யத,நீங்கள் அவர்களநீங்கள்வர ம்பம் அனத்த தரத்தமட யத
ஒரவ ளநன் எப்படப்பட்டசறமயக இரந்தன்என்றம்அதகண்பக்கக்கடம்,ஓரவ ளநன் எப்படப்பட்டசறமயக இரந்தன்என்றம் அதகண்பக்கக்கடம்
இதவரஒர பள்ளசவலயர்மற்றம்மன்றமணவர்கள்வழ்க்க எடத்தஎன்ற,இதவரஓர பள்ளசவலயர்மற்றம்மன்றமணவர்கள்வழ்க்க எடத்தஎன்ற
அவ இங்க அவ்வளவசந்தஷமஇரந்த இங்க வட்டஎன்னடகடப்பகஏன்சவரக ட்ட,அவ இங்க அவ்வளவசந்தஷமஇரந்த இங்க வட்டஎன்னடகடப்பகஏன்சவரக ட்ட
எல்லம்சரயகஇரக்கறத நன்மகழ்ச்சயகஇரக்க வண்டம் என்ற,எல்லம்சரயகஇரக்கறத நன்மகழ்ச்சயகஇரக்க வண்டம் என்ற
இங்கவ ரன்றம்அளவக்கவலமயனத என்றஎங்கள்வனத்தறயனர்சன்னர்கள்,இங்கவ ரன்றம் அளவக்கவலமயனத என்றஎங்கள்வனத்தறயனர்சன்னர்கள்
ஆனல்அத ஒரஉழக்கம்மனதன க்ககடக்கக்கடயமகப்பரயதரப்த யநன்சகரக்க றன்,ஆனல்அத ஒரஉழக்கம்மனதன க்ககடக்கக்கடயமகப்பரயதரப்த யநன்சகரக்க றன்
இங்க எத்தனம ட்டள்கள்வர்றங்கன்ன உனக்கத ரயம,"ம
இங்க எத்தனம ட்டள்கள்வர்றங்கன்ன உனக்கத ரயம"
ஆனல்அவர்கள்என்னஇங்க ரந்த வளயற்றப்பகற ர்கள் இல்லய,ஆனல்அவர்கள்என்னஇங்க ரந்த வளயற்றப்பகற ர்கள் இல்லய
இரப்பனம் இரண்டசந்தகத்தற்கரயவர்கள அதகரகள்தடவரகன்றனர்,இரப்பனம் இரண்டசந்தகத்தற்கரயவர்கள அதகரகள்தடவரகன்றனர்
ஒரநல்லஇரவதக்கத்தன்அறகறகள் பஸ்டரடம்கணப்படத,ஓரநல்லஇரவதக்கத்தன் அறகறகள் பஸ்டரடம்கணப்படத
நன்எப்பதம்நனப்பன் நனயம்பத சனயக்கரஇறப்பள்என்றல்,நன்எப்பதம்நனப்பன் நனயம்பத சனயக்கரஇறப்பள்என்றல்
உனக்கஒரநயஅல்லதஒரபனக்கட்டய ஏதவதசல்லப்பரணவ ண்டம,உனக்கஓரநயஅல்லதஒரபனக்கட்டய ஏதவதசல்லப்பரணவ ண்டம
இப்பதநள்மழதம்பதக்கப்படகறன் உங்கள் அன்பற்கனஏக்கம்,இப்பதநள்மழதம்பதக்கப்படகறன் உங்கள் அன்பற்கனஏக்கம்
நம்அவர்களப்பல் நடந்தகள்வதல் வற்றபற வதஎன்ன,நம்அவர்களப்பல் நடந்தகள்வதல் வற்றபற வதஎன்ன
